,Input1,Input2,Input3,Input4,Input5,Input6,Output1,Output2,Output3,Output4
0,0.8508771929824519,0.8552631578947256,0.8596491228070136,0.8640350877192873,0.8684210526315752,0.8728070175438489,0.8771929824561369,0.8815789473684106,0.8859649122806985,0.8903508771929722
1,0.017543859649123306,0.021929824561397027,0.02631578947368496,0.03070175438595868,0.03508771929824661,0.03947368421052033,0.043859649122808264,0.048245614035081985,0.05263157894736992,0.05701754385964364
2,0.9473684210526301,0.9517543859649038,0.9561403508771917,0.9605263157894655,0.9649122807017534,0.9692982456140271,0.973684210526315,0.9780701754385888,0.9824561403508767,0.9868421052631504
3,0.4035087719298218,0.40789473684209554,0.41228070175438347,0.4166666666666572,0.4210526315789451,0.42543859649121885,0.4298245614035068,0.4342105263157805,0.43859649122806843,0.44298245614034215
4,0.19298245614034215,0.19736842105263008,0.2017543859649038,0.20614035087719174,0.21052631578946546,0.2149122807017534,0.2192982456140271,0.22368421052631504,0.22807017543858876,0.2324561403508767
5,0.6184210526315752,0.6228070175438489,0.6271929824561369,0.6315789473684106,0.6359649122806985,0.6403508771929722,0.6447368421052602,0.6491228070175339,0.6535087719298218,0.6578947368420955
6,0.22807017543858876,0.2324561403508767,0.23684210526315042,0.24122807017543835,0.24561403508771207,0.25,0.2543859649122737,0.25877192982456165,0.2631578947368354,0.2675438596491233
7,0.4868421052631504,0.49122807017543835,0.49561403508771207,0.5,0.5043859649122737,0.5087719298245617,0.5131578947368354,0.5175438596491233,0.521929824561397,0.526315789473685
8,0.6052631578947256,0.6096491228070136,0.6140350877192873,0.6184210526315752,0.6228070175438489,0.6271929824561369,0.6315789473684106,0.6359649122806985,0.6403508771929722,0.6447368421052602
9,0.11403508771928728,0.11842105263157521,0.12280701754384893,0.12719298245613686,0.13157894736841058,0.1359649122806985,0.14035087719297223,0.14473684210526017,0.1491228070175339,0.15350877192982182
10,0.3333333333333286,0.33771929824561653,0.34210526315789025,0.34649122807016397,0.3508771929824519,0.3552631578947256,0.35964912280701355,0.3640350877192873,0.3684210526315752,0.37280701754384893
11,0.17543859649121885,0.17982456140350678,0.1842105263157805,0.18859649122806843,0.19298245614034215,0.19736842105263008,0.2017543859649038,0.20614035087719174,0.21052631578946546,0.2149122807017534
12,0.05701754385964364,0.06140350877193157,0.06578947368420529,0.07017543859649322,0.07456140350876694,0.07894736842105488,0.0833333333333286,0.08771929824561653,0.09210526315789025,0.09649122807016397
13,0.5175438596491233,0.521929824561397,0.526315789473685,0.5307017543859587,0.5350877192982466,0.5394736842105203,0.5438596491228083,0.548245614035082,0.5526315789473699,0.5570175438596436
14,0.3640350877192873,0.3684210526315752,0.37280701754384893,0.37719298245613686,0.3815789473684106,0.3859649122806985,0.39035087719297223,0.39473684210526017,0.3991228070175339,0.4035087719298218
15,0.10526315789472562,0.10964912280701355,0.11403508771928728,0.11842105263157521,0.12280701754384893,0.12719298245613686,0.13157894736841058,0.1359649122806985,0.14035087719297223,0.14473684210526017
16,0.13157894736841058,0.1359649122806985,0.14035087719297223,0.14473684210526017,0.1491228070175339,0.15350877192982182,0.15789473684209554,0.16228070175438347,0.1666666666666572,0.17105263157894512
17,0.2631578947368354,0.2675438596491233,0.271929824561397,0.27631578947368496,0.2807017543859587,0.2850877192982466,0.28947368421052033,0.29385964912280826,0.298245614035082,0.3026315789473699
18,0.24561403508771207,0.25,0.2543859649122737,0.25877192982456165,0.2631578947368354,0.2675438596491233,0.271929824561397,0.27631578947368496,0.2807017543859587,0.2850877192982466
19,0.5087719298245617,0.5131578947368354,0.5175438596491233,0.521929824561397,0.526315789473685,0.5307017543859587,0.5350877192982466,0.5394736842105203,0.5438596491228083,0.548245614035082
20,0.42543859649121885,0.4298245614035068,0.4342105263157805,0.43859649122806843,0.44298245614034215,0.4473684210526301,0.4517543859649038,0.45614035087719174,0.46052631578946546,0.4649122807017534
21,0.0833333333333286,0.08771929824561653,0.09210526315789025,0.09649122807016397,0.1008771929824519,0.10526315789472562,0.10964912280701355,0.11403508771928728,0.11842105263157521,0.12280701754384893
22,0.8640350877192873,0.8684210526315752,0.8728070175438489,0.8771929824561369,0.8815789473684106,0.8859649122806985,0.8903508771929722,0.8947368421052602,0.8991228070175339,0.9035087719298218
23,0.4824561403508767,0.4868421052631504,0.49122807017543835,0.49561403508771207,0.5,0.5043859649122737,0.5087719298245617,0.5131578947368354,0.5175438596491233,0.521929824561397
24,0.23684210526315042,0.24122807017543835,0.24561403508771207,0.25,0.2543859649122737,0.25877192982456165,0.2631578947368354,0.2675438596491233,0.271929824561397,0.27631578947368496
